user_id,city,device_type,kyc_level,account_age_months,account_age_band,active_days_per_month,transactions_per_day,monthly_transaction_count,avg_transaction_amount,max_transaction_amount,total_monthly_spend,merchant_txn_ratio,peer_txn_ratio,merchant_count_month,peer_count_month,failed_transactions,failed_txn_ratio,refund_requests,refund_ratio,night_txn_ratio,weekend_txn_ratio,session_count,app_open_frequency,avg_session_duration_min,avg_gap_between_txn_hours,spend_volatility,avg_balance_before_txn,cashback_usage_ratio,suspicious_activity_score
UPI02507,Kolkata,Android,Full,43,2y+,10,4.16,42,3678.18,7079.73,131305.93,0.607,0.428,29,8,1,0.0324,2,0.0484,0.032,0.262,21,34,7.76,12.2,0.355,97370.02,0.356,14.46
UPI02508,Chennai,Android,Minimum,23,1-2y,8,2.95,24,4743.97,16299.27,116185.09,0.762,0.233,24,1,2,0.0919,0,0.0021,0.169,0.225,22,37,2.96,30.29,0.462,20365.22,0.442,30.72
UPI02509,Delhi,Android,Minimum,17,1-2y,8,1.74,13,889.61,1331.71,10609.01,0.387,0.651,6,8,3,0.2397,0,0.0073,0.056,0.308,10,16,4.19,52.13,0.202,1532.28,0.339,54.8
UPI02510,Ahmedabad,Android,Minimum,29,2y+,15,2.7,46,744.26,1570.44,39438.06,0.685,0.312,27,19,3,0.0778,3,0.067,0.1,0.302,27,48,4.03,17.09,0.23,25050.35,0.326,31.54
UPI02511,Pune,Android,Full,5,0-6m,25,7.86,164,249.83,570.33,36186.32,0.657,0.312,64,102,12,0.0734,1,0.0067,0.077,0.222,89,172,7.71,4.15,0.301,14574.45,0.368,39.56
UPI02512,Delhi,Android,Full,10,6-12m,18,3.21,37,367.75,644.31,13187.64,0.867,0.124,31,8,3,0.0847,1,0.029,0.17,0.295,42,76,6.64,15.6,0.295,9070.46,0.416,33.76
UPI02513,Kolkata,Android,Minimum,8,6-12m,13,3.93,57,314.76,1163.13,15372.19,0.471,0.505,27,26,2,0.0461,1,0.0244,0.042,0.407,40,59,5.07,14.48,0.336,6388.16,0.344,37.81
UPI02514,Kolkata,Android,Full,33,2y+,20,3.86,63,887.86,2196.29,55589.24,0.857,0.16,39,23,5,0.0933,1,0.0227,0.198,0.337,60,73,4.1,9.46,0.286,30778.59,0.51,37.97
UPI02515,Pune,iOS,Full,27,2y+,22,4.43,96,297.94,715.04,27525.52,0.38,0.701,30,65,24,0.2583,6,0.0723,0.4,0.664,45,109,6.2,11.4,0.313,7589.79,0.366,79.79
UPI02516,Pune,Android,Full,21,1-2y,15,3.31,48,2758.94,7679.41,115548.15,0.612,0.421,24,26,2,0.0478,0,0.0056,0.116,0.348,28,41,6.74,11.03,0.313,22469.39,0.351,24.71
UPI02517,Pune,Android,Minimum,11,6-12m,23,3.4,83,489.38,1080.76,41418.02,0.883,0.132,46,32,4,0.0575,3,0.045,0.059,0.318,79,115,3.12,11.65,0.293,6512.95,0.393,33.19
UPI02518,Chennai,Android,Full,2,0-6m,15,4.7,76,1257.84,3170.62,106234.97,0.917,0.081,46,26,5,0.075,2,0.0318,0.183,0.298,36,48,6.93,4.39,0.312,53462.93,0.489,34.12
UPI02519,Delhi,Android,Full,39,2y+,13,4.69,69,4269.56,11983.34,268190.67,0.805,0.222,61,12,1,0.0196,1,0.0177,0.172,0.287,28,52,7.58,11.42,0.469,36388.15,0.347,24.6
UPI02520,Hyderabad,Android,Full,40,2y+,25,3.85,95,1357.31,2561.02,149913.42,0.897,0.092,79,15,3,0.0446,2,0.0231,0.145,0.369,49,73,7.45,11.16,0.368,31926.69,0.519,16.77
UPI02521,Mumbai,Android,Full,11,6-12m,8,0.81,5,477.22,1032.7,2524.09,0.493,0.516,0,5,0,0.0059,0,0.008,0.131,0.402,19,28,2.68,144.99,0.288,4067.57,0.289,20.17
UPI02522,Mumbai,Android,Full,16,1-2y,10,0.76,1,742.37,1845.26,867.12,0.612,0.466,1,1,4,0.35,0,0.0088,0.04,0.235,16,19,1.3,250,0.477,337.92,0.334,78.68
UPI02523,Kolkata,iOS,Minimum,22,1-2y,7,1.06,11,209.14,540.89,2187.77,0.631,0.423,4,8,1,0.1028,0,0.0043,0.143,0.509,14,21,5.45,66.35,0.376,50,0.435,26.41
UPI02524,Hyderabad,iOS,Premium,12,6-12m,20,4.07,93,3638.31,10191.43,309274.84,0.671,0.352,63,28,3,0.0365,0,0.0021,0.171,0.209,44,66,3.91,7.83,0.257,199988.2,0.332,32.55
UPI02525,Ahmedabad,Android,Full,14,1-2y,11,0.5,8,119.41,464.5,1041.25,0.463,0.61,0,8,0,0.0061,0,0.0067,0.026,0.471,19,24,3.47,87.95,0.443,715.75,0.261,11.87
UPI02526,Ahmedabad,Android,Premium,12,6-12m,31,5.63,158,49.47,170.62,8799.96,0.699,0.256,81,78,6,0.0424,1,0.0085,0.188,0.29,76,94,6.12,0.71,0.455,8463.77,0.353,29.19
UPI02527,Delhi,Android,Full,33,2y+,25,2.97,53,470.4,1108.18,23263.95,0.783,0.212,24,35,9,0.1744,3,0.0587,0.081,0.297,59,112,4.51,15.5,0.419,4377.83,0.355,41.16
UPI02528,Kolkata,Android,Full,25,2y+,21,3.69,53,1147.15,2713.65,66252.49,0.869,0.147,49,0,4,0.0883,5,0.1027,0.049,0.348,60,122,5.07,10.5,0.353,27008.28,0.399,40.33
UPI02529,Ahmedabad,Android,Minimum,28,2y+,10,1.0,15,266.43,636.27,3950.65,0.587,0.445,10,5,0,0.0024,0,0.006,0.15,0.353,23,24,3.41,47.97,0.523,3245.32,0.401,19.76
UPI02530,Bengaluru,Android,Minimum,8,6-12m,14,5.81,74,485.43,1217.32,37850.08,0.525,0.455,39,35,1,0.0233,1,0.0182,0.128,0.335,34,41,1.38,12.27,0.282,9267.1,0.36,17.06
UPI02531,Bengaluru,Android,Full,25,2y+,19,5.67,106,372.09,713.88,43887.53,0.834,0.194,61,42,6,0.0683,2,0.0244,0.158,0.238,40,59,6.08,7.87,0.132,17930.35,0.364,36.29
UPI02532,Pune,Android,Full,22,1-2y,6,0.32,4,275.1,570.15,922.15,0.545,0.446,0,3,0,0.0073,0,0.007,0.147,0.519,9,13,2.72,182.41,0.245,3113.22,0.39,7.26
UPI02533,Ahmedabad,Android,Minimum,3,0-6m,21,7.05,118,303.3,702.16,31501.22,0.599,0.434,72,46,5,0.0544,2,0.0196,0.088,0.224,69,94,6.36,9.25,0.326,14720.11,0.383,44.37
UPI02534,Chennai,iOS,Full,12,6-12m,5,0.74,1,451.27,1354.18,505.32,0.646,0.43,0,1,0,0.0139,1,0.2,0.138,0.373,8,9,3.58,250,0.451,50,0.378,29.6
UPI02535,Kolkata,Android,Minimum,1,0-6m,29,3.96,114,806.88,1895.06,97596.1,0.893,0.127,78,39,4,0.0492,0,0.005,0.077,0.415,92,143,5.61,3.22,0.551,40992.41,0.494,33.37
UPI02536,Chennai,Android,Full,7,6-12m,24,6.41,197,200.17,448.28,40460.37,0.62,0.404,113,85,6,0.0401,0,0.0081,0.213,0.365,69,107,6.01,4.37,0.248,5567.31,0.317,23.01
UPI02537,Hyderabad,iOS,Full,1,0-6m,19,7.04,134,906.28,2114.6,111820.87,0.921,0.054,98,38,4,0.0355,4,0.0333,0.116,0.286,45,70,4.05,7.2,0.433,52742.11,0.467,25.16
UPI02538,Delhi,iOS,Full,6,0-6m,14,10.28,111,1745.04,5399.61,163552.88,0.473,0.446,53,58,6,0.0771,11,0.1028,0.707,0.455,45,110,10.94,6.89,0.474,95455.84,0.35,71.27
UPI02539,Bengaluru,iOS,Full,8,6-12m,23,8.98,216,177.8,449.35,34518.13,0.564,0.466,104,109,4,0.0288,0,0.0041,0.096,0.396,68,101,6.16,4.63,0.517,19011.76,0.392,32.41
UPI02540,Delhi,Android,Minimum,26,2y+,24,5.63,121,200.99,532.54,21337.63,0.716,0.255,56,63,0,0.0025,0,0.0028,0.106,0.375,51,125,4.39,2.31,0.277,6704.13,0.422,8.5
UPI02541,Chennai,Android,Full,33,2y+,28,7.03,159,33.6,135.16,5924.78,0.6,0.398,95,62,8,0.0604,4,0.033,0.172,0.331,94,141,6.19,9.96,0.727,2666.65,0.275,38.22
UPI02542,Kolkata,Android,Minimum,34,2y+,14,2.37,48,4158.58,6618.48,232188.22,0.767,0.178,28,25,3,0.0757,0,0.0075,0.098,0.363,18,30,3.47,17.86,0.127,78970.92,0.402,11.15
UPI02543,Delhi,Android,Minimum,6,0-6m,20,6.23,119,850.58,2582.48,92069.09,0.711,0.313,74,47,4,0.0353,1,0.0103,0.119,0.249,24,38,5.14,7.0,0.435,25076.36,0.301,19.15
UPI02544,Bengaluru,Android,Full,11,6-12m,2,7.2,15,876.05,2068.55,13612.02,0.444,0.449,5,8,11,0.35,12,0.2,0.432,0.631,10,24,7.24,49.25,0.502,6299.01,0.296,100
UPI02545,Kolkata,iOS,Full,18,1-2y,18,3.21,59,2992.71,7977.86,149808.8,0.581,0.409,33,23,2,0.0454,0,0.0019,0.089,0.331,40,60,6.57,5.94,0.149,72423.14,0.393,26.21
UPI02546,Hyderabad,Android,Full,9,6-12m,7,0.46,1,560.91,1034.83,644.86,0.303,0.763,1,0,0,0.0013,0,0.0054,0.112,0.513,14,15,1.76,250,0.246,50,0.224,26.85
UPI02547,Ahmedabad,Android,Full,26,2y+,24,6.84,186,551.91,1678.07,98502.68,0.82,0.205,153,35,4,0.0367,4,0.025,0.107,0.4,57,79,4.12,0.63,0.432,36803.93,0.398,23.98
UPI02548,Ahmedabad,Android,Full,17,1-2y,20,1.83,41,1182.47,3483.38,54728.82,0.527,0.492,22,23,7,0.1738,0,0.0075,0.071,0.227,50,86,6.13,17.19,0.342,16544.83,0.374,45.11
UPI02549,Chennai,iOS,Full,18,1-2y,25,4.81,134,296.99,872.19,45095.36,0.852,0.168,86,46,1,0.0215,7,0.0605,0.145,0.224,54,84,5.11,4.93,0.29,16094.94,0.361,23.31
UPI02550,Ahmedabad,iOS,Full,17,1-2y,9,0.66,10,482.81,1042.45,4450.06,0.408,0.589,5,3,1,0.1024,0,0.0009,0.102,0.309,15,16,4.0,72.62,0.174,50,0.278,37.11
UPI02551,Hyderabad,Android,Full,17,1-2y,22,5.76,127,2400.23,10124.29,318899.41,0.297,0.784,21,107,28,0.2458,1,0.015,0.723,0.473,80,195,14.15,9.0,0.612,91085.85,0.268,81.23
UPI02552,Kolkata,Android,Full,24,1-2y,13,14.14,199,1776.26,6430.13,303138.12,0.517,0.428,100,99,12,0.0773,11,0.0588,0.434,0.482,30,68,4.56,5.46,0.838,164322.07,0.412,68.57
UPI02553,Hyderabad,iOS,Premium,15,1-2y,26,6.9,209,114.39,332.68,24082.27,0.603,0.364,80,125,3,0.0151,0,0.0051,0.127,0.27,60,133,7.88,2.21,0.25,14402.99,0.341,11.8
UPI02554,Hyderabad,Android,Full,23,1-2y,25,5.66,140,138.73,310.74,19924.58,0.511,0.522,54,82,7,0.0629,2,0.0227,0.184,0.371,77,95,6.63,3.68,0.41,7005.74,0.323,41.25
UPI02555,Pune,Android,Full,10,6-12m,25,3.92,64,686.33,2676.33,51573.95,0.591,0.395,31,36,5,0.0857,2,0.0377,0.08,0.256,47,81,4.07,6.76,0.462,10160.7,0.281,23.96
UPI02556,Pune,iOS,Premium,15,1-2y,17,2.63,60,1289.55,3352.34,72661.93,0.493,0.538,34,24,0,0.0017,1,0.0227,0.125,0.277,40,59,6.0,11.1,0.429,35345.34,0.289,24.25
UPI02557,Chennai,iOS,Premium,11,6-12m,22,6.62,118,288.69,1146.86,28417.23,0.627,0.384,49,69,4,0.038,5,0.048,0.09,0.294,76,114,5.03,6.87,0.632,10323.44,0.396,33.62
UPI02558,Mumbai,Android,Full,21,1-2y,15,2.2,21,1126.55,3850.86,21076.06,0.881,0.125,14,5,7,0.3388,2,0.1018,0.064,0.379,39,61,9.12,31.03,0.485,19055.22,0.445,77.78
UPI02559,Mumbai,Android,Full,14,1-2y,25,5.51,128,253.4,498.53,32404.0,0.553,0.436,55,75,8,0.0721,1,0.0088,0.089,0.224,93,122,3.5,9.04,0.39,18233.93,0.3,32.84
UPI02560,Pune,iOS,Minimum,32,2y+,21,2.65,60,839.75,2465.48,51277.41,0.71,0.302,44,19,6,0.1116,0,0.0004,0.129,0.237,41,74,4.04,16.32,0.279,30814.29,0.376,50.64
UPI02561,Chennai,Android,Full,21,1-2y,26,6.51,162,144.08,345.85,25906.4,0.505,0.495,73,90,7,0.0585,2,0.0194,0.187,0.331,91,172,6.4,1.86,0.254,14214.33,0.295,37.34
UPI02562,Pune,Android,Full,1,0-6m,9,4.5,46,934.14,2712.37,46373.01,0.845,0.153,41,5,4,0.0989,2,0.0534,0.107,0.355,34,51,6.98,18.06,0.513,6108.84,0.381,44.8
UPI02563,Bengaluru,Android,Minimum,27,2y+,21,3.26,58,3144.07,7777.13,212859.22,0.579,0.408,25,34,5,0.1003,0,0.0006,0.149,0.34,35,38,3.85,11.05,0.318,89021.96,0.388,29.0
UPI02564,Hyderabad,Android,Full,13,1-2y,25,5.55,130,835.57,1224.48,117374.1,0.885,0.115,75,55,6,0.0606,1,0.009,0.083,0.308,58,113,7.59,7.22,0.179,29201.39,0.472,22.16
UPI02565,Mumbai,Android,Premium,20,1-2y,14,4.23,60,3391.78,13272.22,237534.74,0.573,0.451,24,39,3,0.059,0,0.009,0.168,0.226,15,26,5.38,9.32,0.605,114160.31,0.27,23.74
UPI02566,Bengaluru,Android,Full,8,6-12m,25,7.75,183,54.25,116.78,11421.51,0.52,0.442,77,106,10,0.0677,2,0.0162,0.126,0.224,101,140,4.87,2.96,0.211,1094.16,0.302,37.8
UPI02567,Ahmedabad,Android,Minimum,11,6-12m,25,6.46,147,770.69,1961.71,111540.54,0.787,0.22,78,68,3,0.0258,3,0.0223,0.059,0.268,57,94,6.37,2.85,0.414,20567.52,0.441,15.61
UPI02568,Bengaluru,Android,Minimum,33,2y+,14,7.39,107,908.17,3301.03,92831.51,0.421,0.464,41,66,13,0.1352,5,0.0565,0.464,0.437,36,57,5.2,6.16,0.59,55363.26,0.352,65.98
UPI02569,Chennai,Android,Minimum,9,6-12m,5,0.96,1,237.74,457.45,234.36,0.385,0.671,0,0,0,0.008,2,0.2,0.124,0.308,8,9,3.63,250,0.36,50,0.29,32.19
UPI02570,Ahmedabad,Android,Full,24,1-2y,18,4.62,70,1204.8,3822.45,82359.69,0.857,0.119,38,31,0,0.0115,0,0.0034,0.15,0.437,42,76,4.68,11.89,0.478,57771.96,0.497,16.57
UPI02571,Hyderabad,Android,Premium,26,2y+,26,6.95,148,271.58,637.65,35378.0,0.599,0.439,94,54,7,0.0612,2,0.0161,0.117,0.31,61,128,7.77,7.25,0.43,11805.94,0.351,39.63
UPI02572,Kolkata,Android,Premium,2,0-6m,22,5.5,138,582.16,1506.44,78001.54,0.939,0.043,117,23,0,0.0089,1,0.0148,0.057,0.409,60,93,5.19,6.29,0.292,14218.65,0.54,16.78
UPI02573,Ahmedabad,iOS,Full,19,1-2y,15,4.66,61,1511.09,4081.62,108627.41,0.816,0.208,44,15,1,0.0197,0,0.0097,0.161,0.242,32,54,3.99,11.05,0.502,76614.32,0.409,20.0
UPI02574,Kolkata,Android,Full,8,6-12m,14,1.24,21,2916.1,8805.2,66190.95,0.816,0.158,12,13,0,0.0024,2,0.1011,0.173,0.276,33,62,3.77,32.86,0.475,48443.55,0.484,20.8
UPI02575,Pune,Android,Full,17,1-2y,16,3.28,50,230.44,508.38,11946.0,0.459,0.576,19,29,0,0.0132,1,0.0298,0.074,0.347,19,25,6.85,9.72,0.221,10504.71,0.319,26.37
UPI02576,Ahmedabad,iOS,Full,1,0-6m,16,4.52,54,688.66,1730.27,36813.52,0.714,0.257,35,18,3,0.0635,0,0.001,0.14,0.33,23,27,4.8,14.48,0.458,27706.77,0.354,33.67
UPI02577,Ahmedabad,Android,Full,18,1-2y,12,11.45,117,2719.33,8641.63,282285.14,0.392,0.673,40,79,27,0.2511,2,0.0254,0.554,0.646,22,53,9.4,8.32,0.812,40558.96,0.377,90.17
UPI02578,Kolkata,Android,Premium,20,1-2y,21,6.36,155,634.81,1731.02,100665.0,0.837,0.14,83,71,2,0.0273,1,0.0158,0.081,0.44,72,100,3.89,6.92,0.479,20170.33,0.375,12.33
UPI02579,Hyderabad,Android,Full,20,1-2y,19,3.5,46,648.81,2033.8,24795.99,0.557,0.399,20,24,3,0.074,1,0.0288,0.118,0.386,27,38,4.57,17.94,0.416,7815.28,0.332,32.82
UPI02580,Bengaluru,Android,Full,25,2y+,10,3.31,32,3713.13,6261.68,100428.26,0.733,0.248,23,4,4,0.1298,2,0.0645,0.064,0.224,19,30,3.9,20.36,0.174,68558.96,0.372,32.19
UPI02581,Chennai,iOS,Full,15,1-2y,17,4.86,82,527.09,1460.61,43518.25,0.597,0.385,40,45,3,0.0482,2,0.0273,0.106,0.372,40,70,4.0,10.37,0.353,12327.65,0.365,30.09
UPI02582,Pune,Android,Full,13,1-2y,18,3.8,61,3353.38,9170.81,189552.35,0.808,0.249,39,22,0,0.0025,0,0.0083,0.159,0.189,37,60,4.05,9.06,0.239,76262.8,0.418,17.17
UPI02583,Ahmedabad,Android,Full,1,0-6m,18,5.0,100,510.23,1709.89,44272.93,0.617,0.431,40,59,0,0.0064,1,0.0175,0.122,0.377,38,67,3.43,13.27,0.368,25999.26,0.343,24.82
UPI02584,Delhi,Android,Full,17,1-2y,18,9.56,186,432.24,1633.18,76342.56,0.286,0.778,54,134,14,0.0825,10,0.0551,0.587,0.455,58,131,7.42,2.65,0.73,43154.3,0.19,73.77
UPI02585,Pune,iOS,Minimum,1,0-6m,17,5.68,129,154.47,533.17,17016.33,0.673,0.344,79,45,9,0.0823,2,0.0185,0.071,0.287,63,119,5.12,6.42,0.462,6444.26,0.288,36.13
UPI02586,Pune,Android,Full,8,6-12m,19,6.38,117,731.95,2476.35,77160.27,0.581,0.458,65,56,27,0.2437,7,0.0688,0.283,0.61,83,196,13.57,4.95,0.59,39246.62,0.367,79.74
UPI02587,Chennai,Android,Minimum,17,1-2y,25,6.43,183,580.38,1342.14,116916.58,0.81,0.171,113,70,9,0.0529,0,0.0013,0.071,0.278,81,128,1.38,7.48,0.242,77754.2,0.409,18.19
UPI02588,Bengaluru,Android,Full,28,2y+,20,6.11,104,917.02,2558.65,85941.39,0.514,0.473,33,69,6,0.069,0,0.0073,0.054,0.306,51,77,5.24,8.42,0.555,63133.98,0.325,30.41
UPI02589,Delhi,iOS,Full,22,1-2y,23,5.77,154,109.47,211.21,16763.12,0.698,0.289,103,52,4,0.0348,1,0.0077,0.2,0.347,71,103,7.49,4.44,0.152,8646.96,0.342,30.85
UPI02590,Pune,iOS,Full,17,1-2y,23,2.22,39,343.39,871.44,11176.79,0.584,0.425,8,30,1,0.0273,2,0.0542,0.061,0.283,44,48,3.2,23.58,0.277,4740.79,0.362,7.79
UPI02591,Bengaluru,iOS,Full,5,0-6m,21,13.6,307,2250.46,9872.75,795283.1,0.399,0.593,104,205,21,0.0814,2,0.0116,0.701,0.506,97,235,2.09,0.2,0.913,350000,0.338,83.23
UPI02592,Chennai,Android,Full,32,2y+,19,3.24,75,540.54,1223.77,45898.12,0.85,0.133,62,9,3,0.0506,3,0.0437,0.129,0.346,58,73,4.93,12.92,0.272,8377.1,0.481,23.65
UPI02593,Delhi,Android,Full,14,1-2y,13,2.07,17,954.63,2184.09,17746.17,0.548,0.419,6,14,2,0.1251,2,0.1245,0.072,0.37,28,54,8.14,42.89,0.205,7419.38,0.4,50.61
UPI02594,Ahmedabad,Android,Full,33,2y+,15,6.33,95,538.5,1248.91,56374.04,0.53,0.434,42,49,2,0.0279,2,0.0251,0.096,0.32,35,40,3.95,6.4,0.184,41420.32,0.371,24.89
UPI02595,Delhi,Android,Minimum,15,1-2y,10,3.78,28,1370.39,4050.63,33452.7,0.784,0.204,22,12,1,0.0383,3,0.1152,0.168,0.345,15,20,1.89,29.29,0.387,21510.38,0.408,27.53
UPI02596,Chennai,Android,Full,21,1-2y,22,2.78,80,4085.99,9296.06,348250.91,0.577,0.436,46,29,3,0.0424,2,0.0337,0.161,0.322,54,91,4.37,6.13,0.192,122085.3,0.302,23.13
UPI02597,Mumbai,Android,Full,20,1-2y,27,6.83,197,952.8,2548.57,211893.03,0.861,0.122,170,29,3,0.022,0,0.006,0.115,0.426,59,121,7.99,4.63,0.35,130821.88,0.511,13.85
UPI02598,Pune,Android,Minimum,17,1-2y,21,2.45,67,79.2,253.47,4441.88,0.652,0.392,45,12,0,0.0072,0,0.0013,0.103,0.299,64,136,6.14,15.72,0.384,961.52,0.418,13.52
UPI02599,Hyderabad,Android,Minimum,21,1-2y,29,7.79,252,825.77,2043.42,173281.3,0.709,0.34,148,102,6,0.0383,1,0.0115,0.049,0.342,75,132,5.07,5.88,0.346,93053.16,0.403,28.97
UPI02600,Hyderabad,Android,Full,22,1-2y,10,4.86,35,667.43,2161.81,25205.2,0.206,0.85,6,28,16,0.35,6,0.1796,0.362,0.439,54,86,1.44,21.44,0.663,13520.38,0.235,99.13
UPI02601,Delhi,Android,Full,18,1-2y,17,2.74,47,1070.01,4359.0,55652.61,0.455,0.618,11,33,18,0.35,10,0.2,0.482,0.516,60,148,16.54,12.97,0.831,11501.53,0.336,100
UPI02602,Bengaluru,iOS,Minimum,35,2y+,14,3.78,43,665.95,1541.72,30343.39,0.903,0.072,31,7,2,0.0492,4,0.0948,0.124,0.295,24,41,3.82,15.9,0.272,18049.6,0.383,22.36
UPI02603,Kolkata,Android,Full,23,1-2y,13,4.58,77,591.47,1069.17,39641.46,0.611,0.393,24,52,1,0.0177,0,0.004,0.125,0.319,39,44,6.92,6.02,0.05,16406.1,0.376,12.95
UPI02604,Bengaluru,Android,Minimum,11,6-12m,22,4.45,73,355.3,876.41,22329.04,0.864,0.13,52,22,2,0.0313,2,0.0308,0.119,0.218,63,125,6.82,7.74,0.453,1836.3,0.417,24.4
UPI02605,Pune,Android,Full,18,1-2y,27,5.68,139,1308.92,3558.44,205807.0,0.91,0.111,89,50,6,0.0557,2,0.0158,0.046,0.254,68,86,3.8,2.27,0.355,142419.11,0.433,31.3
UPI02606,Chennai,Android,Full,17,1-2y,27,6.31,161,455.31,1553.19,64728.71,0.803,0.206,112,45,4,0.03,1,0.0129,0.154,0.432,68,87,7.29,3.01,0.467,31182.73,0.392,22.65
UPI02607,Pune,Android,Full,23,1-2y,10,2.15,42,741.03,1069.3,36032.93,0.719,0.233,30,9,2,0.0614,3,0.0797,0.063,0.311,26,40,3.65,13.36,0.053,13181.43,0.429,26.87
UPI02608,Hyderabad,Android,Minimum,15,1-2y,4,1.85,10,685.26,2529.3,7381.59,0.355,0.608,0,7,0,0.0006,1,0.1003,0.106,0.187,9,10,5.08,69.17,0.823,159.96,0.216,24.86
UPI02609,Ahmedabad,Android,Full,10,6-12m,22,2.71,52,2807.09,3306.51,147622.08,0.775,0.263,32,20,3,0.0601,2,0.0466,0.093,0.358,26,36,1.93,14.49,0.09,83077.08,0.444,13.77
UPI02610,Delhi,Android,Minimum,27,2y+,21,3.25,65,431.0,894.4,27397.13,0.594,0.381,30,31,4,0.0761,1,0.022,0.162,0.391,40,64,5.63,9.12,0.478,15972.03,0.362,40.84
UPI02611,Bengaluru,Android,Premium,16,1-2y,31,9.09,293,123.23,315.36,34551.8,0.498,0.526,112,185,1,0.0127,0,0.0023,0.078,0.289,121,218,3.48,7.77,0.237,7022.99,0.35,29.24
UPI02612,Kolkata,Android,Full,1,0-6m,25,8.45,208,256.96,540.17,45473.71,0.634,0.368,122,87,5,0.0311,1,0.01,0.213,0.392,61,99,5.53,5.05,0.284,27992.88,0.41,32.1
UPI02613,Ahmedabad,Android,Full,44,2y+,16,6.01,99,184.3,494.46,15128.69,0.687,0.264,33,67,5,0.0545,2,0.0225,0.217,0.29,58,113,3.94,7.35,0.425,4511.4,0.402,32.03
UPI02614,Pune,Android,Full,13,1-2y,22,6.6,161,138.51,196.12,21174.92,0.677,0.355,63,98,8,0.0542,0,0.0088,0.121,0.357,70,122,7.35,4.93,0.115,7127.17,0.316,13.84
UPI02615,Kolkata,Android,Premium,13,1-2y,14,2.67,16,397.18,1035.29,5322.15,0.574,0.446,8,5,0,0.0095,2,0.1278,0.075,0.368,35,68,5.53,43.76,0.509,1062.71,0.395,34.25
UPI02616,Delhi,Android,Minimum,24,1-2y,18,4.49,74,644.28,1573.31,50109.93,0.604,0.423,39,32,3,0.0425,3,0.0447,0.056,0.319,38,61,3.78,13.48,0.335,18958.79,0.355,18.03
UPI02617,Mumbai,iOS,Full,17,1-2y,15,3.84,76,507.17,1060.25,41171.24,0.851,0.152,49,28,0,0.0085,2,0.0285,0.187,0.239,37,65,4.44,15.0,0.45,7679.86,0.398,16.06
UPI02618,Mumbai,iOS,Full,9,6-12m,22,3.77,86,350.13,1096.41,30893.51,0.472,0.496,34,51,5,0.0638,2,0.0278,0.157,0.234,42,61,5.24,8.47,0.193,2769.44,0.339,29.13
UPI02619,Chennai,Android,Premium,4,0-6m,26,4.28,72,639.77,1657.15,39404.5,0.595,0.452,27,49,5,0.0761,1,0.0224,0.161,0.311,60,66,3.35,12.49,0.277,21099.63,0.285,44.95
UPI02620,Mumbai,Android,Full,24,1-2y,27,1.65,104,335.53,737.47,33987.1,0.481,0.557,45,57,4,0.0486,1,0.0107,0.051,0.292,69,133,5.89,8.05,0.362,6920.49,0.335,37.13
UPI02621,Bengaluru,Android,Full,8,6-12m,19,7.49,145,317.56,836.54,48093.03,0.603,0.398,70,74,8,0.0591,0,0.0092,0.173,0.376,62,110,4.58,6.05,0.267,18091.45,0.427,34.36
UPI02622,Delhi,Android,Minimum,6,0-6m,24,7.46,176,196.64,438.91,29062.68,0.516,0.494,81,96,0,0.0058,1,0.0126,0.079,0.278,62,91,4.98,6.92,0.197,6996.14,0.279,29.63
UPI02623,Chennai,Android,Minimum,9,6-12m,19,2.71,59,348.16,1193.22,20984.5,0.698,0.293,39,18,2,0.0404,1,0.025,0.099,0.415,46,80,4.69,14.34,0.319,9742.84,0.328,23.36
UPI02624,Ahmedabad,Android,Full,8,6-12m,9,1.16,1,503.01,1559.48,585.76,0.351,0.693,0,0,3,0.35,0,0.0008,0.114,0.377,10,13,3.43,250,0.358,447.78,0.285,76.07
UPI02625,Delhi,Android,Minimum,15,1-2y,9,3.12,25,781.58,1625.81,21558.8,0.857,0.13,20,5,1,0.0464,0,0.0026,0.104,0.389,31,42,8.33,25.17,0.331,10716.76,0.479,19.54
UPI02626,Bengaluru,iOS,Full,30,2y+,22,3.97,78,195.49,431.01,15416.02,0.711,0.338,36,45,4,0.064,2,0.0349,0.077,0.335,77,185,3.54,10.62,0.265,7174.39,0.343,24.51
UPI02627,Kolkata,Android,Minimum,2,0-6m,4,1.73,1,230.74,612.26,198.04,0.622,0.305,1,0,2,0.35,2,0.2,0.138,0.464,5,8,3.98,250,0.462,1881.88,0.448,94.94
UPI02628,Chennai,Android,Full,14,1-2y,4,1.88,4,600.34,1654.93,2217.55,0.629,0.343,2,0,2,0.35,1,0.2,0.079,0.393,5,6,3.65,175.92,0.343,3244.86,0.416,97.82
UPI02629,Kolkata,Android,Premium,13,1-2y,5,0.97,1,760.47,1831.22,854.28,0.649,0.307,0,0,2,0.35,1,0.2,0.104,0.255,15,16,4.07,250,0.12,50,0.349,95.41
UPI02630,Ahmedabad,iOS,Full,22,1-2y,8,1.26,1,650.97,1504.42,588.73,0.536,0.506,0,0,3,0.35,0,0.0025,0.056,0.215,12,13,3.44,250,0.401,50,0.296,72.29
UPI02631,Pune,Android,Full,3,0-6m,2,1.23,1,243.06,711.41,228.52,0.562,0.426,0,0,2,0.35,0,0.0055,0.112,0.482,2,3,3.72,250,0.539,50,0.395,78.18
